'262596552399396864',I've got enough candles to supply a Mexican family,off-topic
'263309629973491712',@ibexgirl thankfully Hurricane Waugh played it cool and waited this one out. Ready to go at any moment tho.,off-topic
'263422851133079552',@taos you never got that magnificent case of Burgundy I sent you to thank you for your tweets?,off-topic
'262404311223504896',"I'm at Mad River Bar &amp; Grille (New York, NY) http://t.co/VSiZrzKP",off-topic
'262763437325684736',And that's it until the spring.,off-topic
'262813023515865088',"@NaeemPeena We were asked to get off the plane, after checkin and boarding passes",off-topic
'262998165282762752',@jaytee_96 you must be crazy! &amp; omg you tweeted something yay lol,off-topic
'262574187141541888',@eloreeeeeee need me to comeback and finish it since I was supposed to sleep over and then I woulda finished,off-topic
'262984888020504578',My mom just found my little sister screaming out of her window in a random language to animals #onlymyfamily,off-topic
'262970751861260288',RT @FrankIero: Droplets of water is literally falling from the sky. #FrankenstormLIVE!,off-topic
'262690350051770368',@NevaTRUST_Again I Dnt No If She Gonna Let Me,off-topic
'263059088869556224',@jennettemccurdy @noahmunck He's got that kinda spec ops rugged looks,off-topic
'262998057216516096',"@viamadison Thanks, babe. We all appreciate it. :) x",off-topic
'262768220375756800',I can't taste my damn food .,off-topic
'262344750932299777',Big Daddy Deco ready for this Halloween party http://t.co/grKxmXPV,off-topic
'263090063473254400',@MSLWILLSEE loll I don't know your twitter name anymore it doesn't popup when I type for name,off-topic
'262729320777256961',@lisanewmn I do it all the time. Don't hate me! :),off-topic
'262624184029556736',No sooner then my last tweet did I receive this text http://t.co/X7sLiyzt,off-topic
'262764842253946880',@mike_cucci queen duck face    ((((I can't do dick face so tongue works too right?))))) http://t.co/UjGnXfiP,off-topic
'262663408162324481',Off to try to find a kids phone I have no idea why he wanted until now to look for it #huh,off-topic
'262397043224481792',#GottaAceMySATexam : OH LORD: wish my cousin found this previously http://t.co/umUM2hzE ya better get this #Top10FavoriteSongs kvb,off-topic
'262938402587033602',@victoriaaa0x haha I was gonna say how can u not wanna stay with Martha ?!,off-topic
'263014974266408961',@jackmackenroth: I'm bored so I'm gonna go outside and get a blow job #HurricaneSandy,off-topic
'262700582928789504',Yo ref his hand is outta bounds,off-topic
'262953803517657088',This is what it look like out my window  @ WeedTopia ! =} http://t.co/ca1HBCtc,off-topic
'262891755366670338',@Hayleyshammock shopping fun! ;)  it should be like this then start to gradually get worse..but will keep u up2date! @ see what goes on..,off-topic
'262992935581261824',I'm debating if I should take you homeeee .,off-topic
'262932766411354113',Checking the city here in Brooklyn  http://t.co/ESLzKZm7,off-topic
'262893005973897216',Holy shit it must be the end of the world when not even best buy is opening. Day offf,off-topic
'262713321558507521',"just because you can't, doesn't mean i can't",off-topic
'262388734526386177',#SATstudyTime : WOW.. wish my boys found that earlier http://t.co/BmrBPwYv hurry before its unavailable Des Moines Register bwy,off-topic
'262923557485543424',@TheFatLadyRaps but you love me... And u ugg,off-topic
'263001696836407298',"@judyrey Same thing in Queens, I have siding hanging from my house. Where r u?",off-topic
'263323977664053248',"@OredRocAnn holy shit, your block or the next one?",off-topic
'263296901187776512',"Channel surfing, and relaxing with my green goodies. I wanna go for a walk, but not feeling flying away like #MaryPoppins or some shit.",off-topic
'262419390740430848',"Today i had more fun then i have in the longest time,",off-topic
'262647226331979776',@CocoCrunchMB Hi P'! Your going to do great today :D Love you! &lt;3,off-topic
'262686217462767618',Stfup...! Nobody likes your shit anyways....!! ___ likes to talk shit ALOT !   Lmfao,off-topic
'262632413526650880',@MikeyDeleasa thank you for posting that! Is it gonna be rescheduled?,off-topic
'263119712408449024',My whole street is BLACK,off-topic
'263400723415433216',"@shalomshuli Dude...you are CRUSHING on Howard!  I'm listening on demand right now.  Shalom, mother effer!  ~Sal ( from Raw Dog)",off-topic
'262916894640721921',"tonight I'm gonna dance for all that we've been through, but I don't wanna dance if I'm not dancing with you.",off-topic
'262612444822773761',@Wimblaaa what!? Malteses are cute!! http://t.co/bbYpEvBA,off-topic
'262425319644995584',Well I was the only sober one at the party at least I won't have a #hangover #suckstosuck,off-topic
'262627301999669249',Everyone and their mothers are at home depot,off-topic
'263064103097073664',@ant_decicco I wanna check it out!,off-topic
'262377283547963392',I'm too nice at FIFA!!!!!!,off-topic
'263186235609198593',So much to do..in such short time ; must not be lazy!! AHJA,off-topic
'262866446596595713',Sicilia ubd !!! #HaveToAceMySATexam .. ..better get it while u can http://t.co/2OZUsia8,off-topic
'263041747725217792',"My mom told me I could have whoever I want sleep over, it's a little late mom",off-topic
'262764439437180930',GIANTS!!! Congratulations. What a season!,off-topic
'262387372438720513',"I have so much ammo, I'm gunna kill all the babies- @Zaine_O_Mac",off-topic
'262597224658251777',@pweetytinu am Gud and u,off-topic
'262537488415981570',"@AbbieBradyD it's not a memo you wanted to be on, trust me",off-topic
'262992182523334656',Oh dear Sandy.. #Home #IgnorantShit #LookingLikeIm13 #SuperAsian  @ Somewhere in my world http://t.co/axBvzhzV,off-topic
'263104324320759808',@ZMars89 to be honest with you. I don't remember peeing infront of his house ever..,off-topic
'262917605541679104',sandy can't stop me from getting my owab,off-topic
'263429885417119744',NO WE DO NOT HAVE FUCKING ICE !!!  GO THE FUCK HOME !,off-topic
'262430296757116928',Are you Don Drapers wife?  BOoM #halloween2012 #madmen http://t.co/ioBGXliU,off-topic
'262471773281460224',#GottaAceMySATexam .. OH LORD: I really wish we found that previously http://t.co/rbnRHSAj ya better get this #TallGirlAppreciationDay pzk,off-topic
'262928096687173633',"#RT_ @shakira says: I'm something you'll regret losing, I can promise you that much.",off-topic
'262961530683928577',"@4SHOCinCity so far good, I'm part of emergency staff, I just happen to have day off!",off-topic
'263114442114490368',Tree Trimming in Nee Jersey http://t.co/SnvLYuLp,off-topic
'262615077952319489',I honestly hate the Volkswagen commercial with the dude singing in the black car,off-topic
'263023091897221121',I want 1st marking period to end already!,off-topic
'262392725469544448',@s_mehalick: Why won't my friends text me?,off-topic
'263102777822150656',This guy Skelton had the job in week 1. Got hurt. Kolb leads them to 4-2 n skelton comes is and is just HORRIFIC,off-topic
'262756485862412288',I feel like If we Fall apart You Wouldn't Care. &lt;\3 :(,off-topic
'262756977430646785',@JAZMINrazzles My Soul To Take (:,off-topic
'262906282929967104',"Its sad, when you can't trust someone you involve with",off-topic
'263117323815223297',I'm tighter than a virgin right now since i can't text &lt;&lt;&lt;,off-topic
'262919076668637184',Baby all I need is on,off-topic
'262755928191946752',@XO_kimx3: #ToMyFutureDaughter you will play softball,off-topic
'263128254674784256',@SBedard23 sounds great love you guys !!,off-topic
'262609740402675714',Teaching your little siblings how to actually be a decent human bieng,off-topic
'262902930624090112',@ufouria_ I don't even like candy so I don't know man lmfao,off-topic
'262644498688004097',Why does my twitter randomly favorite other people tweets #sorryguys,off-topic
'263123476653682688',"@Vikeologist we're a cbs owned and operated station. NY needed crews, we came!",off-topic
'262564759814152192',He ain't nothing like the boy I used to know.,off-topic
'262609485632266241',My first step in MY :) (@ New York Penn Station w/ 79 others) [pic]: http://t.co/X3ZqCD9p,off-topic
'262762267219734528',"@Nikki_217 @_wonderrwoman flounder is just a buzz kill, Arial cannot be tamed. #fucksafety",off-topic
'262954891096494081',!!!!!!!@XSTROLOGY: #Aries cannot stand stagnant relationships. If shit gets boring they will wander.,off-topic
'262633993449664512',They can just throw me a couple hundred .,off-topic
'263390086979260416',about to beg my mom to let me throw down,off-topic
'262700804262211585',First day of #nnguw started with Mobile Websites and Apps today. So far so good!,off-topic
'263047016593125376',@mikesvehla come to bayonne son,off-topic
'262538690679681024',Marcus Lattimore man prayers up for u man keep fighting South Carolina #21 shyt was terrifying espi ally if you are a football playerlike me,off-topic
'262974991694446592',@HenryEdmondson the big bear was on pix11 news and got interviewed,off-topic
'262731259271335937',@bree_cass this is from rob bc he doesn't have a smartphone at my house: coookkkieeeeeee!!,off-topic
'262699097545375744',@sirenasmaster well we shall see lol...i aint worried i leave it to God,off-topic
'262676215884824576',Watching tv nd Textin my best friend,off-topic
'263029063462055936',The lady on channel 4 news looks like @jekkkkax3 s mom,off-topic
'262887647893151745',Hi Cav vmt WOW.. #HaveToAceMySATexam : ..better get it while u can http://t.co/nN4neU1z,off-topic
'262411331427241984',In love with my bed except for the fact that every move you make something squeaks #thestruggle,off-topic
'263401491694493696',@Fxq_Ya_Feelins u good nobody gon see lmfao,off-topic
'262451838903803905',No normal people leave the airport this early,off-topic
'263003949425098752',"Promise that you'll sing about me 4eva, promise that you'll sing about me 4...ooOooo",off-topic
'262982548920090624',@nathanandy lol no trauma to little man!,off-topic
'262781159648399360',@steffffuhhknee omg I was just talking about that game. I fucking love it! Lmao,off-topic
'262897064873185280',woke up in the worst pain in my knee #IHateRain,off-topic
'263291850096513025',I hope I'm able to make good friends when I move to Florida in two years :),off-topic
'262374000070623235',"I'm at Mile End (Brooklyn, NY) w/ 4 others http://t.co/6XNIh6j3",off-topic
'262548215000363008',@dominiloka YES to football but pending on ur tv u might lose the satelite n all that.,off-topic
'262934248711925760',"@SandraMcGarrell I love you all deeply but until you can offer me a Jamba Juice, Whole Foods and Bud Light Lime, I'm staying put. X",off-topic
'263018717078773761',"Got my loud, now I'm ready",off-topic
'263131875764215808',@jvssica get the 5 on sprint..,off-topic
'263327751270985729',Hehe @cha_patti: @aruna_dawn Can't wait to see your mummy on ITV tonight! Hope all's well.... Lots of chapatti love coming your way xxxxxx,off-topic
'262410009567166464',Love these bitches @jgords nichole_durant brooke_nicholeee92  @ Bamboo Bar http://t.co/so8RUPvA,off-topic
'262392067534249984',LMFAOO  @BollyWoodsOwn: If you text me right now prepare for a long ass conversation,off-topic
'263134460164337665',A fuck nigga that's ; that shit I don't like !!,off-topic
'262642412814479360',Put me as your screen saver so I know it's real,off-topic
'262686422421614594',@Exotic_Asian_: Im really bored in bedddddd. Ahhhhhh I keep changing positions every 5 mins lmao,off-topic
'263102285020794880',: Video Of ConEd Station On FDR And 14th Street Exploding http://t.co/nhU1igZx,off-topic
'262979499560411136',@PrincessReb_: Jaime missed me texting him ugh me too . &amp; if wifi goes I'm done for lmao,off-topic
'262549311630491649',@POInT_at_ASH thanks girl I'm home safe,off-topic
'262735396528586752',@kritzkolesa coolest fork in town,off-topic
'263044931516518400',"out to cnr, wish me luck lmao  i wish",off-topic
'262622206666866688',I need some classic #Halloween movies in my life.,off-topic
'262525535534596096',"I'm at NBCUniversal (New York, NY) http://t.co/LLvUhyrJ",off-topic
'262388268941844480',Just gunna walk everywhere for now on.,off-topic
'262807388850114561',MBFW S2013 FLASHBACK: BEAUTIFUL SILHOUETTES @reemacra!! This i @ Reem Acra Show @ Mercedes-Benz Fashion Week http://t.co/jvCcJMVV,off-topic
'263134319634165760',When she says my name she's mad at me,off-topic
'262462217709043712',#SATstudyTime .. GOODNESS I really wish my cousin had got that previously http://t.co/vXLm9pTW ya better get this #donttextmeif ckf,off-topic
'262702101262643202',@richard1826 I'm so mad!! It was just his fingertips out! Ughhh,off-topic
'263117383189798913',Omg  @ Consolidated Edison of NY http://t.co/tQ9MSSBa,off-topic
'262674741721198593',"IPHONES ARE OFFICIAL!! STAY FOCUS!!  @ Mott Haven (Bronx, NY) http://t.co/lK2ISQ28",off-topic
'263007572108394496',i wanna go to the park lol,off-topic
'262612525261139968',@iArrestNoCuffs mad ya man pays no mind during da game,off-topic
'262596351236403200',Class canceled Monday &amp; Tuesday.. Perfect,off-topic
'262366669417107456',&amp; if I don't I'm paying someone to come out with me,off-topic
'263231903241474048',"I'm so bored since i have no TV right now that I've heard all the songs on my phone #4,539",off-topic
'263027489041952768',@Automotive: Lamborghini Aventador http://t.co/jlnGZPoC because my next boyfriend will drive this! @lorrainepesola,off-topic
'262720567965278210',new york from the Statue of Liberty (crown) http://t.co/62VX2L2B http://t.co/eixNarep,off-topic
'262656498902114305',@_MonyMaknMitch: Think I'm a use this time off to get back n the gym u need too,off-topic
'262635620864774147',trees n wine. #hurricanesupplies #sandy,off-topic
'262360668366315521',@PatriArt: The Days of Our Lies #ObamaSoapOperas  nice,off-topic
'263315612741300224',Maybe now you ignoramus might appreciate school 3-/,off-topic
'263295729890635777',My dream of having a fat guinea pig has been fulfilled,off-topic
'263027383135793152',-' LmaO !!!! *grabs sneakers*  @BtwImPretty_: @JahTeflon_ lets get his ass out da pic,off-topic
'262672114115559425',@DayanaNarie: Let's fucking go! We about to make a comebackdnt gass.. Stay humble lol,off-topic
'263422340401090560',@bissyv lmaoo I triedd but he's too scared to fall,off-topic
'262634483239505922',"Lunch, meatballs... (@ Meatball Obsession) [pic]: http://t.co/rU8SeHmV",off-topic
'263050018766856193',@RJ_Dizon @yoDenis_ @kervindoee lmao when I saw this I was like I have to show ya,off-topic
'262356623576674305',#GNTGiveaway @GameNTrain is giving away 2800 MS Points! Enter today! http://t.co/v90Kr50r,off-topic
'263100422590439425',@JLawMiamiDoll I promise I am..  Thats where I was b4..,off-topic
'262350294090907648',I'm saying it as if I'm not taken need this free just love spending time with my Roost,off-topic
'263421710819266562',He's such a fat dike,off-topic
'262651589586735104',Happy 1st Large Milk Chocolate Letters-Anniversary Birthday Gift for Boyfriend Girlfriend-Made to Order http://t.co/99dq39VB,off-topic
'263346234255888384',Read between the lines. What the MTA is trying to say is we're all fucked.,off-topic
'262487137235111936',#SATstudyTime .. OMG I wish my brother found this previously http://t.co/3o2hrJeQ you better get it now #Top10FavoriteSongs utv,off-topic
'262978375403065344',Better be a sick joke,off-topic
'262412301733351425',@Proud_Jamaican_ yeah we in Osric group lol so we pay 16,off-topic
'263402690250420225',@katieguardnuh IM REALLY EXCITED LIKE HELLO CHRISTMAS,off-topic
'262445366396473344',Lumberjack (@ Good Stuff Diner) https://t.co/aF9z9N1b,off-topic
'262402665584132096',Wooow James Harden to the Rockets?!,off-topic
'263105934807666688',@ColeBronxx: @PorcDaddy no people who have an answer for everything SUCK &lt;&lt;&lt; Not true lol,off-topic
'263005422980571136',@x__fIERCE yeahhh I don't think it will go that far I mean ur talking about over 50 blocks it will travel. I can't c that happening.,off-topic
'262765601477517312',Hocus Pocus is such a great movie,off-topic
'262678118890881024',"Coming soon! @ New York, NY http://t.co/cXDgYXhA",off-topic
'262591986215817216',I don't wanna leave!  @ Central Park http://t.co/T31nX6xf,off-topic
'262358362707091456',She got a big booty,off-topic
'262797560329146368',Ashley Belongs To Tizzies sdq WOW.. #StudyingForTheSAT : hurry before its unavailable http://t.co/pfxlDr5Y,off-topic
'263058328647770113',Walking around my neighborhood right now. I don't normally curse but shit is real out here.,off-topic
'262417179566305280',&amp;&amp; den shoot them wit a bb gun dat holds metal tips,off-topic
'262925867867594753',@JTD_23 yeah it is 15 mins away bro!,off-topic
'263340613846589440',My babes not answering #WorriedAsFuckkkkk!,off-topic
'263083180939169792',@emilyjn how is it at your end?,off-topic
'262482926841778176',#SATstudyTime : #OMG // I wish we students had found that earlier http://t.co/h2Mjcuzi hurry before its unavailable #donttextmeif pmb,off-topic
'262702569527328768',"@jdmitch no, just usual sign up/renewal",off-topic
'262660453765894144',"sandy what's good?!  @ Matawan, NJ http://t.co/GjRIxdUM",off-topic
'262771807445209089',@sans_colon @dan_holguin What are you two what'ing about?,off-topic
'262618017047908352',...but I want to make a sandwich @ associated http://t.co/wMEPjGa6,off-topic
'262710339945259008',@MyNameIsDuncan yeah I heard. Are you in jersey or astoria?,off-topic
'263016017276579841',I'm a Jewish mother.  @ Fair Lawn http://t.co/xdzdtlaD,off-topic
'262944473108082688',@MayniacMax not when ur like right in the middle of it,off-topic
'262990003083300864',"@LeslieMarshall also, read @MittRomney's op-Ed from 09, he did support govt financing for the bailout but after a structured bankruptcy",off-topic
'262923111098372096',"When the tough get going, the going get tough",off-topic
'263402526357999616',@Bethenny Aaand this is why I am among zillions who adore you.,off-topic
'262610736893808640',"I hate seeing girls cry , unless ur a whore then u can drown in those tears no problem",off-topic
'262648544501043200',Took a 20 min nap great,off-topic
'262361125138612224',A random Halloween party. (at @Thompson_LES)  http://t.co/ZFawPkRd,off-topic
'263029108630507520',I feel all I need a quill pen and I'm living like Benjamin Franklin.,off-topic
